SalePrice,num__MSSubClass,num__LotFrontage,num__LotArea,num__OverallQual,num__OverallCond,num__YearBuilt,num__Remodeled,num__GrLivArea,num__BsmtFullBath,num__BsmtHalfBath,num__FullBath,num__HalfBath,num__BedroomAbvGr,num__Fireplaces,num__GarageArea,cat__MSZoning_C (all),cat__MSZoning_FV,cat__MSZoning_RH,cat__MSZoning_RL,cat__MSZoning_RM,cat__Neighborhood_Blmngtn,cat__Neighborhood_Blueste,cat__Neighborhood_BrDale,cat__Neighborhood_BrkSide,cat__Neighborhood_ClearCr,cat__Neighborhood_CollgCr,cat__Neighborhood_Crawfor,cat__Neighborhood_Edwards,cat__Neighborhood_Gilbert,cat__Neighborhood_IDOTRR,cat__Neighborhood_MeadowV,cat__Neighborhood_Mitchel,cat__Neighborhood_NAmes,cat__Neighborhood_NPkVill,cat__Neighborhood_NWAmes,cat__Neighborhood_NoRidge,cat__Neighborhood_NridgHt,cat__Neighborhood_OldTown,cat__Neighborhood_SWISU,cat__Neighborhood_Sawyer,cat__Neighborhood_SawyerW,cat__Neighborhood_Somerst,cat__Neighborhood_StoneBr,cat__Neighborhood_Timber,cat__Neighborhood_Veenker,cat__BldgType_1Fam,cat__BldgType_2fmCon,cat__BldgType_Duplex,cat__BldgType_Twnhs,cat__BldgType_TwnhsE,cat__HouseStyle_1.5Fin,cat__HouseStyle_1.5Unf,cat__HouseStyle_1Story,cat__HouseStyle_2.5Fin,cat__HouseStyle_2.5Unf,cat__HouseStyle_2Story,cat__HouseStyle_SFoyer,cat__HouseStyle_SLvl,cat__PavedDrive_N,cat__PavedDrive_P,cat__PavedDrive_Y
208500.0,-0.8802827770907649,-0.005565436766827686,0.007049856101830045,-1.5254389864060653,0.3934253847603601,-0.021491520585864798,-0.9385293597422665,-1.25145145707338,-0.809998359214131,-0.23078427804429838,-1.0107493851032807,-0.7524377826955356,-1.040616230703537,-0.9492715718599662,0.46688528437741833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
181500.0,0.05975862509621884,-6.627164150608761e-16,-0.15113648348974434,1.3622639894809427,3.0806818140007146,0.14430832118622441,1.0654967685556627,2.3119029712380565,-0.809998359214131,4.188167144180956,2.5666908627774223,1.2225000379525217,1.3805785052760073,2.14779322124741,1.6665015053178265,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
223500.0,0.05975862509621884,-6.627164150608761e-16,0.03401460624691299,0.6403382455091907,-0.5023267583197581,0.9069875933378347,-0.9385293597422665,0.9027320141748628,-0.809998359214131,-0.23078427804429838,0.7779707388370708,1.2225000379525217,0.16998113728623515,0.5992608246937218,0.062308833393594346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
140000.0,0.7647896767364567,-0.47191065550440153,-0.2918266111551199,-0.8035132424343133,-0.5023267583197581,-0.6515309193198038,-0.9385293597422665,0.8584547846496532,-0.809998359214131,-0.23078427804429838,0.7779707388370708,-0.7524377826955356,1.3805785052760073,-0.9492715718599662,-0.36108512693831446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
250000.0,0.05975862509621884,1.3934702194458939,0.21823942594041862,0.6403382455091907,-0.5023267583197581,1.072787435109924,1.0654967685556627,0.8334285244832303,-0.809998359214131,-0.23078427804429838,0.7779707388370708,1.2225000379525217,0.16998113728623515,0.5992608246937218,0.9467317727535816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
143000.0,-0.17525172545052708,-0.9382558742419754,-0.1848938806179398,-0.8035132424343133,-0.5023267583197581,-0.7841707927374751,1.0654967685556627,-0.4409856470684557,1.1168409148431093,-0.23078427804429838,-1.0107493851032807,-0.7524377826955356,-1.040616230703537,-0.9492715718599662,-1.113785500861708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
307000.0,0.05975862509621884,0.08770360698068708,0.003241857035539705,1.3622639894809427,-0.5023267583197581,1.1059474034643417,-0.9385293597422665,0.5523643718449431,-0.809998359214131,-0.23078427804429838,0.7779707388370708,1.2225000379525217,0.16998113728623515,0.5992608246937218,1.5206658078701691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
200000.0,-0.8802827770907649,-6.627164150608761e-16,0.612315869854627,-0.08158749846256126,-0.5023267583197581,-0.08781145729470048,-0.9385293597422665,0.6351435400877263,1.1168409148431093,-0.23078427804429838,0.7779707388370708,-0.7524377826955356,0.16998113728623515,0.5992608246937218,0.2975277002446548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
129900.0,-0.8802827770907649,0.46077978197074615,-0.08557714821334038,-0.8035132424343133,1.2891775278404782,-0.7178508560286395,1.0654967685556627,-0.7721023200395887,-0.809998359214131,-0.23078427804429838,-1.0107493851032807,-0.7524377826955356,0.16998113728623515,0.5992608246937218,-1.000880444773199,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,0.05975862509621884,2.2328916131735266,2.6067811105476135,2.806115477424447,-0.5023267583197581,0.7743477199201634,1.0654967685556627,4.067591376759413,1.1168409148431093,-0.23078427804429838,2.5666908627774223,1.2225000379525217,1.3805785052760073,0.5992608246937218,1.5535964492293175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
